jjSASKSQSJ	(2) royal straight flush!
SJHAHKDADQ	(8) 1 pair
SJHAHKDADJ	(7) 2 pairs
SJHAHKDKDQ	(8) 1 pair
SJHAHKDKDJ	(7) 2 pairs
SJHAHKDQDJ	(8) 1 pair
SJHAHQHJCA	(7) 2 pairs
SJHAHQHJCK	(8) 1 pair
SJHAHQHJCQ	(7) 2 pairs
SJHAHQHJCJ	(6) 3 cards
SJHAHQHJDA	(7) 2 pairs
SJHAHQHJDK	(8) 1 pair
SJHAHQHJDQ	(7) 2 pairs
SJHAHQHJDJ	(6) 3 cards
SJHAHQCACK	(8) 1 pair
SJHAHQCACQ	(7) 2 pairs
SJHAHQCACJ	(7) 2 pairs
SJHAHQCADA	(6) 3 cards
SJHAHQCADK	(8) 1 pair
SJHAHQCADQ	(7) 2 pairs
SJHAHQCADJ	(7) 2 pairs
SJHAHQCKCQ	(8) 1 pair
SJHAHQCKCJ	(8) 1 pair
SJHAHQCKDA	(8) 1 pair
SJHAHQCKDK	(8) 1 pair
SJHAHQCKDQ	(8) 1 pair
SJHAHQCKDJ	(8) 1 pair
SJHAHQCQCJ	(7) 2 pairs
SJHAHQCQDA	(7) 2 pairs
SJHAHQCQDK	(8) 1 pair
SJHAHQCQDQ	(6) 3 cards
SJHAHQCQDJ	(7) 2 pairs
SJHAHQCJDA	(7) 2 pairs
SJHAHQCJDK	(8) 1 pair
SJHAHQCJDQ	(7) 2 pairs
SJHAHQCJDJ	(6) 3 cards
SJHAHQDADK	(8) 1 pair
SJHAHQDADQ	(7) 2 pairs
SJHAHQDADJ	(7) 2 pairs
SJHAHQDKDQ	(8) 1 pair
SJHAHQDKDJ	(8) 1 pair
SJHAHQDQDJ	(7) 2 pairs
SJHAHJCACK	(7) 2 pairs
SJHAHJCACQ	(7) 2 pairs
SJHAHJCACJ	(4) full house
SJHAHJCADA	(4) full house
SJHAHJCADK	(7) 2 pairs
SJHAHJCADQ	(7) 2 pairs
SJHAHJCADJ	(4) full house
SJHAHJCKCQ	(8) 1 pair
SJHAHJCKCJ	(6) 3 cards
SJHAHJCKDA	(7) 2 pairs
SJHAHJCKDK	(7) 2 pairs
SJHAHJCKDQ	(8) 1 pair
SJHAHJCKDJ	(6) 3 cards
SJHAHJCQCJ	(6) 3 cards
SJHAHJCQDA	(7) 2 pairs
SJHAHJCQDK	(8) 1 pair
SJHAHJCQDQ	(7) 2 pairs
SJHAHJCQDJ	(6) 3 cards
SJHAHJCJDA	(4) full house
SJHAHJCJDK	(6) 3 cards
SJHAHJCJDQ	(6) 3 cards
SJHAHJCJDJ	(3) 4 cards!
SJHAHJDADK	(7) 2 pairs
SJHAHJDADQ	(7) 2 pairs
SJHAHJDADJ	(4) full house
SJHAHJDKDQ	(8) 1 pair
SJHAHJDKDJ	(6) 3 cards
SJHAHJDQDJ	(6) 3 cards
SJHACACKCQ	(8) 1 pair
SJHACACKCJ	(7) 2 pairs
SJHACACKDA	(6) 3 cards
SJHACACKDK	(7) 2 pairs
SJHACACKDQ	(8) 1 pair
SJHACACKDJ	(7) 2 pairs
SJHACACQCJ	(7) 2 pairs
SJHACACQDA	(6) 3 cards
SJHACACQDK	(8) 1 pair
SJHACACQDQ	(7) 2 pairs
SJHACACQDJ	(7) 2 pairs
SJHACACJDA	(4) full house
SJHACACJDK	(7) 2 pairs
SJHACACJDQ	(7) 2 pairs
SJHACACJDJ	(4) full house
SJHACADADK	(6) 3 cards
SJHACADADQ	(6) 3 cards
SJHACADADJ	(4) full house
SJHACADKDQ	(8) 1 pair
SJHACADKDJ	(7) 2 pairs
SJHACADQDJ	(7) 2 pairs
SJHACKCQCJ	(8) 1 pair
SJHACKCQDA	(8) 1 pair
SJHACKCQDK	(8) 1 pair
SJHACKCQDQ	(8) 1 pair
SJHACKCQDJ	(8) 1 pair
SJHACKCJDA	(7) 2 pairs
SJHACKCJDK	(7) 2 pairs
SJHACKCJDQ	(8) 1 pair
SJHACKCJDJ	(6) 3 cards
SJHACKDADK	(7) 2 pairs
SJHACKDADQ	(8) 1 pair
SJHACKDADJ	(7) 2 pairs
SJHACKDKDQ	(8) 1 pair
SJHACKDKDJ	(7) 2 pairs
SJHACKDQDJ	(8) 1 pair
SJHACQCJDA	(7) 2 pairs
SJHACQCJDK	(8) 1 pair
SJHACQCJDQ	(7) 2 pairs
SJHACQCJDJ	(6) 3 cards
SJHACQDADK	(8) 1 pair
SJHACQDADQ	(7) 2 pairs
SJHACQDADJ	(7) 2 pairs
SJHACQDKDQ	(8) 1 pair
SJHACQDKDJ	(8) 1 pair
SJHACQDQDJ	(7) 2 pairs
SJHACJDADK	(7) 2 pairs
SJHACJDADQ	(7) 2 pairs
SJHACJDADJ	(4) full house
SJHACJDKDQ	(8) 1 pair
SJHACJDKDJ	(6) 3 cards
SJHACJDQDJ	(6) 3 cards
SJHADADKDQ	(8) 1 pair
SJHADADKDJ	(7) 2 pairs
SJHADADQDJ	(7) 2 pairs
SJHADKDQDJ	(8) 1 pair
SJHKHQHJCA	(8) 1 pair
SJHKHQHJCK	(7) 2 pairs
SJHKHQHJCQ	(7) 2 pairs
SJHKHQHJCJ	(6) 3 cards
SJHKHQHJDA	(8) 1 pair
SJHKHQHJDK	(7) 2 pairs
SJHKHQHJDQ	(7) 2 pairs
SJHKHQHJDJ	(6) 3 cards
SJHKHQCACK	(8) 1 pair
SJHKHQCACQ	(8) 1 pair
SJHKHQCACJ	(8) 1 pair
SJHKHQCADA	(8) 1 pair
SJHKHQCADK	(8) 1 pair
SJHKHQCADQ	(8) 1 pair
SJHKHQCADJ	(8) 1 pair
SJHKHQCKCQ	(7) 2 pairs
SJHKHQCKCJ	(7) 2 pairs
SJHKHQCKDA	(8) 1 pair
SJHKHQCKDK	(6) 3 cards
SJHKHQCKDQ	(7) 2 pairs
SJHKHQCKDJ	(7) 2 pairs
SJHKHQCQCJ	(7) 2 pairs
SJHKHQCQDA	(8) 1 pair
SJHKHQCQDK	(7) 2 pairs
SJHKHQCQDQ	(6) 3 cards
SJHKHQCQDJ	(7) 2 pairs
SJHKHQCJDA	(8) 1 pair
SJHKHQCJDK	(7) 2 pairs
SJHKHQCJDQ	(7) 2 pairs
SJHKHQCJDJ	(6) 3 cards
SJHKHQDADK	(8) 1 pair
SJHKHQDADQ	(8) 1 pair
SJHKHQDADJ	(8) 1 pair
SJHKHQDKDQ	(7) 2 pairs
SJHKHQDKDJ	(7) 2 pairs
SJHKHQDQDJ	(7) 2 pairs
SJHKHJCACK	(7) 2 pairs
SJHKHJCACQ	(8) 1 pair
SJHKHJCACJ	(6) 3 cards
SJHKHJCADA	(7) 2 pairs
SJHKHJCADK	(7) 2 pairs
SJHKHJCADQ	(8) 1 pair
SJHKHJCADJ	(6) 3 cards
SJHKHJCKCQ	(7) 2 pairs
SJHKHJCKCJ	(4) full house
SJHKHJCKDA	(7) 2 pairs
SJHKHJCKDK	(4) full house
SJHKHJCKDQ	(7) 2 pairs
SJHKHJCKDJ	(4) full house
SJHKHJCQCJ	(6) 3 cards
SJHKHJCQDA	(8) 1 pair
SJHKHJCQDK	(7) 2 pairs
SJHKHJCQDQ	(7) 2 pairs
SJHKHJCQDJ	(6) 3 cards
SJHKHJCJDA	(6) 3 cards
SJHKHJCJDK	(4) full house
SJHKHJCJDQ	(6) 3 cards
SJHKHJCJDJ	(3) 4 cards!
SJHKHJDADK	(7) 2 pairs
SJHKHJDADQ	(8) 1 pair
SJHKHJDADJ	(6) 3 cards
SJHKHJDKDQ	(7) 2 pairs
SJHKHJDKDJ	(4) full house
SJHKHJDQDJ	(6) 3 cards
SJHKCACKCQ	(8) 1 pair
SJHKCACKCJ	(7) 2 pairs
SJHKCACKDA	(7) 2 pairs
SJHKCACKDK	(6) 3 cards
SJHKCACKDQ	(8) 1 pair
SJHKCACKDJ	(7) 2 pairs
SJHKCACQCJ	(8) 1 pair
SJHKCACQDA	(8) 1 pair
SJHKCACQDK	(8) 1 pair
SJHKCACQDQ	(8) 1 pair
SJHKCACQDJ	(8) 1 pair
SJHKCACJDA	(7) 2 pairs
SJHKCACJDK	(7) 2 pairs
SJHKCACJDQ	(8) 1 pair
SJHKCACJDJ	(6) 3 cards
SJHKCADADK	(7) 2 pairs
SJHKCADADQ	(8) 1 pair
SJHKCADADJ	(7) 2 pairs
SJHKCADKDQ	(8) 1 pair
SJHKCADKDJ	(7) 2 pairs
SJHKCADQDJ	(8) 1 pair
SJHKCKCQCJ	(7) 2 pairs
SJHKCKCQDA	(8) 1 pair
SJHKCKCQDK	(6) 3 cards
SJHKCKCQDQ	(7) 2 pairs
SJHKCKCQDJ	(7) 2 pairs
SJHKCKCJDA	(7) 2 pairs
SJHKCKCJDK	(4) full house
SJHKCKCJDQ	(7) 2 pairs
SJHKCKCJDJ	(4) full house
SJHKCKDADK	(6) 3 cards
SJHKCKDADQ	(8) 1 pair
SJHKCKDADJ	(7) 2 pairs
SJHKCKDKDQ	(6) 3 cards
SJHKCKDKDJ	(4) full house
SJHKCKDQDJ	(7) 2 pairs
SJHKCQCJDA	(8) 1 pair
SJHKCQCJDK	(7) 2 pairs
SJHKCQCJDQ	(7) 2 pairs
SJHKCQCJDJ	(6) 3 cards
SJHKCQDADK	(8) 1 pair
SJHKCQDADQ	(8) 1 pair
SJHKCQDADJ	(8) 1 pair
SJHKCQDKDQ	(7) 2 pairs
SJHKCQDKDJ	(7) 2 pairs
SJHKCQDQDJ	(7) 2 pairs
SJHKCJDADK	(7) 2 pairs
SJHKCJDADQ	(8) 1 pair
SJHKCJDADJ	(6) 3 cards
SJHKCJDKDQ	(7) 2 pairs
SJHKCJDKDJ	(4) full house
SJHKCJDQDJ	(6) 3 cards
SJHKDADKDQ	(8) 1 pair
SJHKDADKDJ	(7) 2 pairs
SJHKDADQDJ	(8) 1 pair
SJHKDKDQDJ	(7) 2 pairs
SJHQHJCACK	(8) 1 pair
SJHQHJCACQ	(7) 2 pairs
SJHQHJCACJ	(6) 3 cards
SJHQHJCADA	(7) 2 pairs
SJHQHJCADK	(8) 1 pair
SJHQHJCADQ	(7) 2 pairs
SJHQHJCADJ	(6) 3 cards
SJHQHJCKCQ	(7) 2 pairs
SJHQHJCKCJ	(6) 3 cards
SJHQHJCKDA	(8) 1 pair
SJHQHJCKDK	(7) 2 pairs
SJHQHJCKDQ	(7) 2 pairs
SJHQHJCKDJ	(6) 3 cards
SJHQHJCQCJ	(4) full house
SJHQHJCQDA	(7) 2 pairs
SJHQHJCQDK	(7) 2 pairs
SJHQHJCQDQ	(4) full house
SJHQHJCQDJ	(4) full house
SJHQHJCJDA	(6) 3 cards
SJHQHJCJDK	(6) 3 cards
SJHQHJCJDQ	(4) full house
SJHQHJCJDJ	(3) 4 cards!
SJHQHJDADK	(8) 1 pair
SJHQHJDADQ	(7) 2 pairs
SJHQHJDADJ	(6) 3 cards
SJHQHJDKDQ	(7) 2 pairs
SJHQHJDKDJ	(6) 3 cards
SJHQHJDQDJ	(4) full house
SJHQCACKCQ	(8) 1 pair
SJHQCACKCJ	(8) 1 pair
SJHQCACKDA	(8) 1 pair
SJHQCACKDK	(8) 1 pair
SJHQCACKDQ	(8) 1 pair
SJHQCACKDJ	(8) 1 pair
SJHQCACQCJ	(7) 2 pairs
SJHQCACQDA	(7) 2 pairs
SJHQCACQDK	(8) 1 pair
SJHQCACQDQ	(6) 3 cards
SJHQCACQDJ	(7) 2 pairs
SJHQCACJDA	(7) 2 pairs
SJHQCACJDK	(8) 1 pair
SJHQCACJDQ	(7) 2 pairs
SJHQCACJDJ	(6) 3 cards
SJHQCADADK	(8) 1 pair
SJHQCADADQ	(7) 2 pairs
SJHQCADADJ	(7) 2 pairs
SJHQCADKDQ	(8) 1 pair
SJHQCADKDJ	(8) 1 pair
SJHQCADQDJ	(7) 2 pairs
SJHQCKCQCJ	(7) 2 pairs
SJHQCKCQDA	(8) 1 pair
SJHQCKCQDK	(7) 2 pairs
SJHQCKCQDQ	(6) 3 cards
SJHQCKCQDJ	(7) 2 pairs
SJHQCKCJDA	(8) 1 pair
SJHQCKCJDK	(7) 2 pairs
SJHQCKCJDQ	(7) 2 pairs
SJHQCKCJDJ	(6) 3 cards
SJHQCKDADK	(8) 1 pair
SJHQCKDADQ	(8) 1 pair
SJHQCKDADJ	(8) 1 pair
SJHQCKDKDQ	(7) 2 pairs
SJHQCKDKDJ	(7) 2 pairs
SJHQCKDQDJ	(7) 2 pairs
SJHQCQCJDA	(7) 2 pairs
SJHQCQCJDK	(7) 2 pairs
SJHQCQCJDQ	(4) full house
SJHQCQCJDJ	(4) full house
SJHQCQDADK	(8) 1 pair
SJHQCQDADQ	(6) 3 cards
SJHQCQDADJ	(7) 2 pairs
SJHQCQDKDQ	(6) 3 cards
SJHQCQDKDJ	(7) 2 pairs
SJHQCQDQDJ	(4) full house
SJHQCJDADK	(8) 1 pair
SJHQCJDADQ	(7) 2 pairs
SJHQCJDADJ	(6) 3 cards
SJHQCJDKDQ	(7) 2 pairs
SJHQCJDKDJ	(6) 3 cards
SJHQCJDQDJ	(4) full house
SJHQDADKDQ	(8) 1 pair
SJHQDADKDJ	(8) 1 pair
SJHQDADQDJ	(7) 2 pairs
SJHQDKDQDJ	(7) 2 pairs
SJHJCACKCQ	(8) 1 pair
SJHJCACKCJ	(6) 3 cards
SJHJCACKDA	(7) 2 pairs
SJHJCACKDK	(7) 2 pairs
SJHJCACKDQ	(8) 1 pair
SJHJCACKDJ	(6) 3 cards
SJHJCACQCJ	(6) 3 cards
SJHJCACQDA	(7) 2 pairs
SJHJCACQDK	(8) 1 pair
SJHJCACQDQ	(7) 2 pairs
SJHJCACQDJ	(6) 3 cards
SJHJCACJDA	(4) full house
SJHJCACJDK	(6) 3 cards
SJHJCACJDQ	(6) 3 cards
SJHJCACJDJ	(3) 4 cards!
SJHJCADADK	(7) 2 pairs
SJHJCADADQ	(7) 2 pairs
SJHJCADADJ	(4) full house
SJHJCADKDQ	(8) 1 pair
SJHJCADKDJ	(6) 3 cards
SJHJCADQDJ	(6) 3 cards
SJHJCKCQCJ	(6) 3 cards
SJHJCKCQDA	(8) 1 pair
SJHJCKCQDK	(7) 2 pairs
SJHJCKCQDQ	(7) 2 pairs
SJHJCKCQDJ	(6) 3 cards
SJHJCKCJDA	(6) 3 cards
SJHJCKCJDK	(4) full house
SJHJCKCJDQ	(6) 3 cards
SJHJCKCJDJ	(3) 4 cards!
SJHJCKDADK	(7) 2 pairs
SJHJCKDADQ	(8) 1 pair
SJHJCKDADJ	(6) 3 cards
SJHJCKDKDQ	(7) 2 pairs
SJHJCKDKDJ	(4) full house
SJHJCKDQDJ	(6) 3 cards
SJHJCQCJDA	(6) 3 cards
SJHJCQCJDK	(6) 3 cards
SJHJCQCJDQ	(4) full house
SJHJCQCJDJ	(3) 4 cards!
SJHJCQDADK	(8) 1 pair
SJHJCQDADQ	(7) 2 pairs
SJHJCQDADJ	(6) 3 cards
SJHJCQDKDQ	(7) 2 pairs
SJHJCQDKDJ	(6) 3 cards
SJHJCQDQDJ	(4) full house
SJHJCJDADK	(6) 3 cards
SJHJCJDADQ	(6) 3 cards
SJHJCJDADJ	(3) 4 cards!
SJHJCJDKDQ	(6) 3 cards
SJHJCJDKDJ	(3) 4 cards!
SJHJCJDQDJ	(3) 4 cards!
SJHJDADKDQ	(8) 1 pair
SJHJDADKDJ	(6) 3 cards
SJHJDADQDJ	(6) 3 cards
SJHJDKDQDJ	(6) 3 cards
SJCACKCQCJ	(8) 1 pair
SJCACKCQDA	(8) 1 pair
SJCACKCQDK	(8) 1 pair
SJCACKCQDQ	(8) 1 pair
SJCACKCQDJ	(8) 1 pair
SJCACKCJDA	(7) 2 pairs
SJCACKCJDK	(7) 2 pairs
SJCACKCJDQ	(8) 1 pair
SJCACKCJDJ	(6) 3 cards
SJCACKDADK	(7) 2 pairs
SJCACKDADQ	(8) 1 pair
SJCACKDADJ	(7) 2 pairs
SJCACKDKDQ	(8) 1 pair
SJCACKDKDJ	(7) 2 pairs
SJCACKDQDJ	(8) 1 pair
SJCACQCJDA	(7) 2 pairs
SJCACQCJDK	(8) 1 pair
SJCACQCJDQ	(7) 2 pairs
SJCACQCJDJ	(6) 3 cards
SJCACQDADK	(8) 1 pair
SJCACQDADQ	(7) 2 pairs
SJCACQDADJ	(7) 2 pairs
SJCACQDKDQ	(8) 1 pair
SJCACQDKDJ	(8) 1 pair
SJCACQDQDJ	(7) 2 pairs
SJCACJDADK	(7) 2 pairs
SJCACJDADQ	(7) 2 pairs
SJCACJDADJ	(4) full house
SJCACJDKDQ	(8) 1 pair
SJCACJDKDJ	(6) 3 cards
SJCACJDQDJ	(6) 3 cards
SJCADADKDQ	(8) 1 pair
SJCADADKDJ	(7) 2 pairs
SJCADADQDJ	(7) 2 pairs
SJCADKDQDJ	(8) 1 pair
SJCKCQCJDA	(8) 1 pair
SJCKCQCJDK	(7) 2 pairs
SJCKCQCJDQ	(7) 2 pairs
SJCKCQCJDJ	(6) 3 cards
SJCKCQDADK	(8) 1 pair
SJCKCQDADQ	(8) 1 pair
SJCKCQDADJ	(8) 1 pair
SJCKCQDKDQ	(7) 2 pairs
SJCKCQDKDJ	(7) 2 pairs
SJCKCQDQDJ	(7) 2 pairs
SJCKCJDADK	(7) 2 pairs
SJCKCJDADQ	(8) 1 pair
SJCKCJDADJ	(6) 3 cards
SJCKCJDKDQ	(7) 2 pairs
SJCKCJDKDJ	(4) full house
SJCKCJDQDJ	(6) 3 cards
SJCKDADKDQ	(8) 1 pair
SJCKDADKDJ	(7) 2 pairs
SJCKDADQDJ	(8) 1 pair
SJCKDKDQDJ	(7) 2 pairs
SJCQCJDADK	(8) 1 pair
SJCQCJDADQ	(7) 2 pairs
SJCQCJDADJ	(6) 3 cards
SJCQCJDKDQ	(7) 2 pairs
SJCQCJDKDJ	(6) 3 cards
SJCQCJDQDJ	(4) full house
SJCQDADKDQ	(8) 1 pair
SJCQDADKDJ	(8) 1 pair
SJCQDADQDJ	(7) 2 pairs
SJCQDKDQDJ	(7) 2 pairs
SJCJDADKDQ	(8) 1 pair
SJCJDADKDJ	(6) 3 cards
SJCJDADQDJ	(6) 3 cards
SJCJDKDQDJ	(6) 3 cards
SJDADKDQDJ	(8) 1 pair
HAHKHQHJCA	(8) 1 pair
HAHKHQHJCK	(8) 1 pair
HAHKHQHJCQ	(8) 1 pair
HAHKHQHJCJ	(8) 1 pair
HAHKHQHJDA	(8) 1 pair
HAHKHQHJDK	(8) 1 pair
HAHKHQHJDQ	(8) 1 pair
HAHKHQHJDJ	(8) 1 pair
HAHKHQCACK	(7) 2 pairs
HAHKHQCACQ	(7) 2 pairs
HAHKHQCACJ	(8) 1 pair
HAHKHQCADA	(6) 3 cards
HAHKHQCADK	(7) 2 pairs
HAHKHQCADQ	(7) 2 pairs
HAHKHQCADJ	(8) 1 pair
HAHKHQCKCQ	(7) 2 pairs
HAHKHQCKCJ	(8) 1 pair
HAHKHQCKDA	(7) 2 pairs
HAHKHQCKDK	(6) 3 cards
HAHKHQCKDQ	(7) 2 pairs
HAHKHQCKDJ	(8) 1 pair
HAHKHQCQCJ	(8) 1 pair
HAHKHQCQDA	(7) 2 pairs
HAHKHQCQDK	(7) 2 pairs
HAHKHQCQDQ	(6) 3 cards
HAHKHQCQDJ	(8) 1 pair
HAHKHQCJDA	(8) 1 pair
HAHKHQCJDK	(8) 1 pair
HAHKHQCJDQ	(8) 1 pair
HAHKHQCJDJ	(8) 1 pair
HAHKHQDADK	(7) 2 pairs
HAHKHQDADQ	(7) 2 pairs
HAHKHQDADJ	(8) 1 pair
HAHKHQDKDQ	(7) 2 pairs
HAHKHQDKDJ	(8) 1 pair
HAHKHQDQDJ	(8) 1 pair
HAHKHJCACK	(7) 2 pairs
HAHKHJCACQ	(8) 1 pair
HAHKHJCACJ	(7) 2 pairs
HAHKHJCADA	(6) 3 cards
HAHKHJCADK	(7) 2 pairs
HAHKHJCADQ	(8) 1 pair
HAHKHJCADJ	(7) 2 pairs
HAHKHJCKCQ	(8) 1 pair
HAHKHJCKCJ	(7) 2 pairs
HAHKHJCKDA	(7) 2 pairs
HAHKHJCKDK	(6) 3 cards
HAHKHJCKDQ	(8) 1 pair
HAHKHJCKDJ	(7) 2 pairs
HAHKHJCQCJ	(8) 1 pair
HAHKHJCQDA	(8) 1 pair
HAHKHJCQDK	(8) 1 pair
HAHKHJCQDQ	(8) 1 pair
HAHKHJCQDJ	(8) 1 pair
HAHKHJCJDA	(7) 2 pairs
HAHKHJCJDK	(7) 2 pairs
HAHKHJCJDQ	(8) 1 pair
HAHKHJCJDJ	(6) 3 cards
HAHKHJDADK	(7) 2 pairs
HAHKHJDADQ	(8) 1 pair
HAHKHJDADJ	(7) 2 pairs
HAHKHJDKDQ	(8) 1 pair
HAHKHJDKDJ	(7) 2 pairs
HAHKHJDQDJ	(8) 1 pair
HAHKCACKCQ	(7) 2 pairs
HAHKCACKCJ	(7) 2 pairs
HAHKCACKDA	(4) full house
HAHKCACKDK	(4) full house
HAHKCACKDQ	(7) 2 pairs
HAHKCACKDJ	(7) 2 pairs
HAHKCACQCJ	(8) 1 pair
HAHKCACQDA	(6) 3 cards
HAHKCACQDK	(7) 2 pairs
HAHKCACQDQ	(7) 2 pairs
HAHKCACQDJ	(8) 1 pair
HAHKCACJDA	(6) 3 cards
HAHKCACJDK	(7) 2 pairs
HAHKCACJDQ	(8) 1 pair
HAHKCACJDJ	(7) 2 pairs
HAHKCADADK	(4) full house
HAHKCADADQ	(6) 3 cards
HAHKCADADJ	(6) 3 cards
HAHKCADKDQ	(7) 2 pairs
HAHKCADKDJ	(7) 2 pairs
HAHKCADQDJ	(8) 1 pair
HAHKCKCQCJ	(8) 1 pair
HAHKCKCQDA	(7) 2 pairs
HAHKCKCQDK	(6) 3 cards
HAHKCKCQDQ	(7) 2 pairs
HAHKCKCQDJ	(8) 1 pair
HAHKCKCJDA	(7) 2 pairs
HAHKCKCJDK	(6) 3 cards
HAHKCKCJDQ	(8) 1 pair
HAHKCKCJDJ	(7) 2 pairs
HAHKCKDADK	(4) full house
HAHKCKDADQ	(7) 2 pairs
HAHKCKDADJ	(7) 2 pairs
HAHKCKDKDQ	(6) 3 cards
HAHKCKDKDJ	(6) 3 cards
HAHKCKDQDJ	(8) 1 pair
HAHKCQCJDA	(8) 1 pair
HAHKCQCJDK	(8) 1 pair
HAHKCQCJDQ	(8) 1 pair
HAHKCQCJDJ	(8) 1 pair
HAHKCQDADK	(7) 2 pairs
HAHKCQDADQ	(7) 2 pairs
HAHKCQDADJ	(8) 1 pair
HAHKCQDKDQ	(7) 2 pairs
HAHKCQDKDJ	(8) 1 pair
HAHKCQDQDJ	(8) 1 pair
HAHKCJDADK	(7) 2 pairs
HAHKCJDADQ	(8) 1 pair
HAHKCJDADJ	(7) 2 pairs
HAHKCJDKDQ	(8) 1 pair
HAHKCJDKDJ	(7) 2 pairs
HAHKCJDQDJ	(8) 1 pair
HAHKDADKDQ	(7) 2 pairs
HAHKDADKDJ	(7) 2 pairs
HAHKDADQDJ	(8) 1 pair
HAHKDKDQDJ	(8) 1 pair
HAHQHJCACK	(8) 1 pair
HAHQHJCACQ	(7) 2 pairs
HAHQHJCACJ	(7) 2 pairs
HAHQHJCADA	(6) 3 cards
HAHQHJCADK	(8) 1 pair
HAHQHJCADQ	(7) 2 pairs
HAHQHJCADJ	(7) 2 pairs
HAHQHJCKCQ	(8) 1 pair
HAHQHJCKCJ	(8) 1 pair
HAHQHJCKDA	(8) 1 pair
HAHQHJCKDK	(8) 1 pair
HAHQHJCKDQ	(8) 1 pair
HAHQHJCKDJ	(8) 1 pair
HAHQHJCQCJ	(7) 2 pairs
HAHQHJCQDA	(7) 2 pairs
HAHQHJCQDK	(8) 1 pair
HAHQHJCQDQ	(6) 3 cards
HAHQHJCQDJ	(7) 2 pairs
HAHQHJCJDA	(7) 2 pairs
HAHQHJCJDK	(8) 1 pair
HAHQHJCJDQ	(7) 2 pairs
HAHQHJCJDJ	(6) 3 cards
HAHQHJDADK	(8) 1 pair
HAHQHJDADQ	(7) 2 pairs
HAHQHJDADJ	(7) 2 pairs
HAHQHJDKDQ	(8) 1 pair
HAHQHJDKDJ	(8) 1 pair
HAHQHJDQDJ	(7) 2 pairs
HAHQCACKCQ	(7) 2 pairs
HAHQCACKCJ	(8) 1 pair
HAHQCACKDA	(6) 3 cards
HAHQCACKDK	(7) 2 pairs
HAHQCACKDQ	(7) 2 pairs
HAHQCACKDJ	(8) 1 pair
HAHQCACQCJ	(7) 2 pairs
HAHQCACQDA	(4) full house
HAHQCACQDK	(7) 2 pairs
HAHQCACQDQ	(4) full house
HAHQCACQDJ	(7) 2 pairs
HAHQCACJDA	(6) 3 cards
HAHQCACJDK	(8) 1 pair
HAHQCACJDQ	(7) 2 pairs
HAHQCACJDJ	(7) 2 pairs
HAHQCADADK	(6) 3 cards
HAHQCADADQ	(4) full house
HAHQCADADJ	(6) 3 cards
HAHQCADKDQ	(7) 2 pairs
HAHQCADKDJ	(8) 1 pair
HAHQCADQDJ	(7) 2 pairs
HAHQCKCQCJ	(8) 1 pair
HAHQCKCQDA	(7) 2 pairs
HAHQCKCQDK	(7) 2 pairs
HAHQCKCQDQ	(6) 3 cards
HAHQCKCQDJ	(8) 1 pair
HAHQCKCJDA	(8) 1 pair
HAHQCKCJDK	(8) 1 pair
HAHQCKCJDQ	(8) 1 pair
HAHQCKCJDJ	(8) 1 pair
HAHQCKDADK	(7) 2 pairs
HAHQCKDADQ	(7) 2 pairs
HAHQCKDADJ	(8) 1 pair
HAHQCKDKDQ	(7) 2 pairs
HAHQCKDKDJ	(8) 1 pair
HAHQCKDQDJ	(8) 1 pair
HAHQCQCJDA	(7) 2 pairs
HAHQCQCJDK	(8) 1 pair
HAHQCQCJDQ	(6) 3 cards
HAHQCQCJDJ	(7) 2 pairs
HAHQCQDADK	(7) 2 pairs
HAHQCQDADQ	(4) full house
HAHQCQDADJ	(7) 2 pairs
HAHQCQDKDQ	(6) 3 cards
HAHQCQDKDJ	(8) 1 pair
HAHQCQDQDJ	(6) 3 cards
HAHQCJDADK	(8) 1 pair
HAHQCJDADQ	(7) 2 pairs
HAHQCJDADJ	(7) 2 pairs
HAHQCJDKDQ	(8) 1 pair
HAHQCJDKDJ	(8) 1 pair
HAHQCJDQDJ	(7) 2 pairs
HAHQDADKDQ	(7) 2 pairs
HAHQDADKDJ	(8) 1 pair
HAHQDADQDJ	(7) 2 pairs
HAHQDKDQDJ	(8) 1 pair
HAHJCACKCQ	(8) 1 pair
HAHJCACKCJ	(7) 2 pairs
HAHJCACKDA	(6) 3 cards
HAHJCACKDK	(7) 2 pairs
HAHJCACKDQ	(8) 1 pair
HAHJCACKDJ	(7) 2 pairs
HAHJCACQCJ	(7) 2 pairs
HAHJCACQDA	(6) 3 cards
HAHJCACQDK	(8) 1 pair
HAHJCACQDQ	(7) 2 pairs
HAHJCACQDJ	(7) 2 pairs
HAHJCACJDA	(4) full house
HAHJCACJDK	(7) 2 pairs
HAHJCACJDQ	(7) 2 pairs
HAHJCACJDJ	(4) full house
HAHJCADADK	(6) 3 cards
HAHJCADADQ	(6) 3 cards
HAHJCADADJ	(4) full house
HAHJCADKDQ	(8) 1 pair
HAHJCADKDJ	(7) 2 pairs
HAHJCADQDJ	(7) 2 pairs
HAHJCKCQCJ	(8) 1 pair
HAHJCKCQDA	(8) 1 pair
HAHJCKCQDK	(8) 1 pair
HAHJCKCQDQ	(8) 1 pair
HAHJCKCQDJ	(8) 1 pair
HAHJCKCJDA	(7) 2 pairs
HAHJCKCJDK	(7) 2 pairs
HAHJCKCJDQ	(8) 1 pair
HAHJCKCJDJ	(6) 3 cards
HAHJCKDADK	(7) 2 pairs
